
52261127	168 392 168 392 0 168 392 168 353 392 338 300 392 
52261147	133 434 434 
52261148	30 91 
52261220	433 32 
52261226	0 348 75 348 323 
52261227	414 94 359 346 414 94 94 237 230 359 346 434 94 94 
52261233	
52261249	202 
52261272	48 353 300 404 392 392 434 
52261293	247 32 25 32 79 103 294 
52261303	
52261306	155 360 
52261327	
52261334	74 163 
52261338	
52261344	155 32 
52261365	194 422 204 323 323 434 323 
52261375	434 284 396 214 146 
52261386	404 353 404 404 
52261417	348 348 27 348 338 348 233 75 127 127 348 163 348 81 263 348 336 48 434 348 348 18 
52261418	161 394 291 315 348 384 81 394 359 291 399 394 291 233 394 
52261435	276 92 276 276 116 226 276 
52261439	
52261461	95 434 161 394 300 433 333 394 8 394 359 
52261484	353 353 434 168 300 168 353 353 
52261495	186 360 
52261506	168 392 168 392 0 168 392 168 353 392 338 300 360 392 
52261521	274 414 
52261531	163 87 410 390 127 422 434 
52261537	0 346 253 353 353 392 353 353 434 367 139 300 234 353 434 353 126 353 234 126 0 353 353 119 119 338 239 
52261539	168 392 168 392 0 168 392 168 353 392 338 300 360 392 
52261562	0 284 228 
52261571	394 
52261601	155 
52261605	350 9 9 9 9 9 9 
52261632	
52261644	
52261717	168 392 168 392 0 168 392 168 353 392 338 300 360 392 
52261723	
52261726	
52261729	294 294 186 237 369 405 75 294 294 378 223 75 186 369 294 191 75 294 294 369 32 294 294 294 150 
52261747	100 268 155 348 433 54 54 206 106 66 263 66 163 233 388 
52261772	116 
52261789	74 300 273 75 
52261809	0 6 91 
52261817	168 392 168 392 0 168 392 168 353 392 338 300 360 392 
52261823	60 60 315 186 268 
52261828	274 360 280 433 296 360 151 
52261847	353 353 353 164 168 353 
52261867	294 
52261880	168 392 168 392 0 168 392 168 353 392 338 300 360 392 
52261887	
52261891	274 91 186 71 
52261894	74 75 75 91 
52261901	
52261929	378 
52261940	
52261956	0 343 274 180 186 274 414 384 284 55 414 237 414 
52261959	73 
52261966	130 
52261967	
52261968	2 32 170 2 270 365 2 51 91 32 165 323 321 32 321 170 378 74 
52261973	55 106 294 222 294 103 55 55 55 153 420 233 55 55 254 55 55 
52261987	0 155 434 348 0 0 35 274 191 117 55 
52261990	75 197 197 300 
52261993	191 359 112 188 
52261996	
52262008	0 319 55 2 210 349 153 45 433 237 208 208 327 2 348 203 224 203 235 280 392 55 55 0 296 103 166 294 99 55 299 94 55 
52262010	0 420 338 233 348 348 378 310 420 100 0 0 0 420 142 233 0 409 79 409 0 160 160 99 310 420 272 116 268 
52262017	
52262069	
52262081	253 404 
52262097	294 
52262099	394 359 318 94 0 359 274 
52262113	359 247 408 268 117 361 240 117 233 233 240 400 49 240 247 361 117 247 240 18 233 117 240 233 224 117 237 233 233 161 161 359 353 353 233 296 
52262157	10 7 7 392 392 
52262160	229 81 310 310 81 
52262161	394 359 263 81 
52262171	280 430 24 
52262187	10 7 186 256 29 256 256 79 432 274 420 137 15 274 
52262194	
52262269	13 117 254 79 
52262274	0 338 348 434 274 161 338 161 274 315 237 81 
52262279	394 176 163 386 
52262303	300 186 
52262327	161 161 161 394 359 
52262340	116 336 
52262380	0 315 274 0 0 434 315 388 274 186 98 315 108 34 
52262393	353 353 
52262404	161 186 348 66 161 
52262418	388 74 
52262435	228 228 228 228 310 254 81 
52262456	250 
52262492	228 228 
52262499	
52262503	280 208 151 161 161 233 
52262522	
52262568	407 368 422 407 410 294 
52262580	228 
52262585	335 
52262589	353 0 394 359 303 155 155 303 389 303 233 155 303 303 155 155 240 155 303 155 233 155 303 0 343 394 99 
52262596	278 254 
52262611	74 74 181 53 74 306 53 280 
52262638	367 
52262645	348 259 182 9 9 182 9 420 348 348 
52262668	75 32 
52262670	292 67 106 67 292 292 292 263 237 54 316 106 346 
52262674	348 296 348 434 348 348 348 284 378 348 168 353 353 353 373 434 176 274 396 
52262708	228 
52262710	0 274 260 274 274 319 274 296 216 191 274 161 280 296 81 
52262724	191 191 55 276 153 191 394 55 375 420 
52262727	
52262729	161 161 161 161 161 
52262735	176 176 304 176 176 272 176 176 176 272 176 176 176 321 176 334 176 176 176 176 176 176 176 378 176 176 147 40 
52262744	35 35 
52262746	353 103 434 364 364 
52262772	
52262776	155 
52262785	353 
52262790	
52262817	355 291 355 355 315 234 79 291 122 291 291 117 394 265 55 
52262823	37 126 280 433 126 277 375 203 93 0 277 392 54 315 206 163 0 103 300 277 218 434 218 55 434 
52262847	
52262850	75 151 30 273 323 236 46 430 256 49 46 430 53 53 273 191 74 
52262867	378 318 379 318 
52262886	176 176 176 176 176 294 176 151 176 32 151 176 410 396 176 
52262896	404 392 434 404 77 
52262958	161 274 161 161 116 233 127 247 233 161 161 95 
52262962	0 0 318 318 
52263126	228 
52263138	84 84 319 319 396 
52263159	343 274 343 163 359 237 359 432 
52263226	0 242 94 91 91 
52263227	32 
52263282	274 186 280 241 300 300 274 296 
52263342	0 94 242 94 54 94 94 
52263367	
52263414	84 326 54 84 103 319 326 319 182 420 193 434 434 326 
52263469	
52263470	300 186 294 83 183 186 186 294 409 116 
52263521	32 0 420 46 306 306 306 32 
52263574	83 
52263596	83 
52263613	
52263621	83 
52263636	103 280 
52263680	275 433 136 
52263686	175 101 
52263687	9 133 319 0 155 310 349 208 80 319 349 392 392 72 72 72 304 301 93 301 0 434 
52263689	74 75 75 155 
52263690	284 287 
52263692	155 
52263698	73 186 
52263704	394 359 277 359 318 392 359 392 
52263710	0 55 163 323 112 323 112 323 163 55 334 112 151 55 186 317 403 384 259 151 433 112 228 112 433 112 228 112 112 294 378 433 112 433 79 276 112 112 112 112 112 112 250 250 55 323 55 
52263716	353 280 413 
52263719	
52263733	74 426 
52263749	
52263751	55 64 
52263753	83 
52263770	353 413 
52263791	87 32 
52263799	
52263813	
52263817	
52263818	0 145 79 321 145 145 199 321 182 145 
52263821	117 60 60 
52263822	
52263856	353 125 116 32 125 32 125 116 294 378 32 147 126 351 390 125 116 32 351 390 32 32 32 32 125 125 32 125 116 125 71 338 294 294 87 169 
52263870	155 247 247 294 409 160 
52263880	
52263885	3 3 306 280 306 
52263894	0 
52263900	
52263912	
52263916	32 
52263932	
52263938	
52263956	
52263972	
52263978	
52263985	349 55 349 
52263995	404 
52263999	
52264073	55 224 29 55 55 29 224 29 224 203 317 29 55 97 93 224 
52264103	401 208 182 434 
52264175	161 155 
52264191	280 
52264266	
52264268	420 268 434 103 378 291 
52264282	168 392 168 392 
52264285	434 239 
52264296	396 114 284 264 284 223 223 264 130 313 341 182 264 280 280 223 228 117 
52264334	55 64 116 116 64 
52264335	155 155 348 247 32 
52264349	348 77 280 378 392 
52264367	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 348 81 406 22 22 22 
52264410	
52264429	348 392 103 
52264431	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 406 22 22 22 
52264435	
52264437	168 392 168 392 
52264440	35 422 422 
52264448	175 101 346 377 
52264467	55 55 191 394 360 359 
52264470	60 319 142 55 
52264486	396 432 396 300 186 186 186 142 74 286 274 
52264493	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 406 22 22 22 
52264496	75 117 413 359 
52264506	422 49 
52264526	319 80 349 349 229 80 206 80 224 378 319 319 116 204 55 315 349 218 434 214 
52264537	206 43 202 333 420 333 348 206 434 155 73 186 222 327 434 434 300 348 265 348 348 321 153 434 186 
52264555	280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 406 22 22 22 
52264557	315 360 182 396 396 163 360 
52264566	0 191 
52264570	203 408 122 349 6 186 341 9 153 229 284 0 39 103 420 15 203 203 122 418 297 0 20 53 418 0 93 20 0 233 348 286 
52264571	228 300 
52264576	35 422 422 
52264578	404 263 404 95 
52264600	306 170 22 32 22 234 234 168 168 348 381 182 397 182 182 381 32 32 170 32 
52264728	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 348 406 22 22 22 
52264729	404 300 404 116 404 404 252 252 252 99 
52264732	35 422 422 
52264741	110 
52264754	381 381 
52264777	
52264779	25 32 306 32 
52264784	
52264799	155 268 
52264803	306 306 300 32 32 
52264807	32 
52264814	
52264816	381 381 
52264819	32 
52264829	
52264832	197 197 359 
52264841	
52264865	
52264880	392 166 359 392 392 186 186 214 116 116 
52264881	
52264888	
52264903	
52264917	381 381 
52264922	
52264927	7 7 
52264939	273 191 182 103 378 294 117 369 195 251 263 378 195 81 434 323 117 116 116 116 116 81 81 117 182 284 300 263 313 434 46 103 30 103 280 405 355 51 91 
52264944	
52264950	
52264954	
52264960	395 433 280 433 280 338 
52264974	195 
52264975	381 
52264992	
52265002	353 48 77 353 353 347 95 353 176 353 353 
52265016	381 381 
52265019	
52265044	316 293 233 284 155 
52265045	434 353 353 392 252 392 353 360 392 
52265066	120 
52265159	103 
52265177	155 351 
52265190	190 127 155 284 409 
52265233	350 365 
52265242	
52265277	331 429 268 180 268 291 291 60 294 155 186 81 60 155 233 348 384 180 268 232 312 294 294 294 294 312 263 294 9 
52265281	186 155 233 186 186 388 233 253 
52265292	
52265310	294 396 294 247 387 
52265312	32 
52265319	102 
52265320	
52265326	286 256 
52265328	404 404 
52265338	406 406 32 348 252 401 406 406 234 406 234 406 107 117 233 294 
52265341	
52265346	323 126 75 52 75 423 430 348 226 155 
52265348	
52265370	151 75 300 
52265382	250 163 397 163 
52265393	208 
52265402	367 233 191 
52265410	75 341 75 307 155 322 75 423 409 306 60 223 251 117 155 306 170 359 155 388 242 194 304 321 250 81 430 181 254 354 301 19 274 
52265415	240 271 161 271 
52265418	319 191 191 319 191 178 191 254 93 
52265423	235 390 161 390 390 367 390 367 390 367 235 161 161 390 32 390 390 390 390 161 300 390 367 390 
52265428	237 296 
52265429	378 388 367 74 347 346 351 126 239 20 343 353 388 74 426 426 426 410 89 368 
52265436	
52265447	161 
52265455	228 228 420 79 291 294 55 319 116 434 182 81 
52265456	360 
52265458	168 353 
52265461	163 353 252 
52265475	81 300 
52265488	265 166 360 41 160 250 295 116 221 163 32 116 32 186 32 284 182 116 182 74 116 287 32 116 182 160 193 32 193 116 116 287 116 193 193 182 378 287 32 160 381 116 254 301 360 116 260 116 116 116 190 116 190 182 190 116 190 183 116 190 190 116 193 32 116 116 409 254 160 116 254 116 409 193 190 341 397 295 116 397 304 381 294 116 182 116 280 32 294 294 
52265492	155 274 433 0 274 127 81 127 274 274 414 117 274 81 161 75 
52265494	319 191 191 300 151 319 191 319 191 191 191 191 191 191 233 155 233 178 191 
52265535	353 353 346 353 
52265558	145 103 390 145 32 351 87 163 421 163 294 268 341 406 204 234 434 422 116 284 53 366 348 163 144 294 287 294 188 407 164 186 280 
52265559	155 410 
52265570	
52265573	117 13 81 60 52 206 52 13 52 233 
52265574	
52265580	
52265587	347 75 75 75 310 75 
52265597	168 392 168 392 
52265605	71 253 
52265620	0 0 315 229 155 348 348 348 348 348 155 20 182 167 412 276 20 355 304 291 251 291 291 222 293 182 91 191 55 434 429 321 29 321 321 360 407 155 407 0 434 130 0 271 161 359 0 0 55 247 359 226 55 
52265641	120 
52265667	168 392 168 392 
52265675	0 350 127 126 186 166 145 
52265693	346 120 
52265704	296 0 253 348 
52265706	274 186 280 433 35 222 
52265721	120 
52265725	186 407 433 81 103 433 191 
52265738	228 55 
52265764	
52265766	278 394 208 278 208 81 394 71 81 81 394 254 254 366 81 79 42 321 160 294 55 321 8 
52265773	120 
52265792	268 434 268 219 294 434 233 233 
52265802	
52265808	319 191 
52265809	161 
52265819	
52265844	404 395 404 
52265845	
52265871	191 228 274 233 203 434 397 434 
52265895	395 404 404 263 300 
52265897	274 
52265901	254 254 254 278 333 250 379 250 278 405 333 280 
52265942	60 126 321 26 414 116 
52265952	0 127 262 216 186 274 32 
52265956	208 126 304 29 55 410 153 304 153 166 396 384 55 55 130 141 80 188 153 384 
52265960	161 
52265966	75 232 
52265975	280 300 
52266009	
52266029	
52266061	75 
52266081	0 161 
52266110	233 280 126 75 57 126 317 270 346 247 234 
52266119	133 163 81 268 280 55 155 
52266123	0 161 
52266131	
52266138	
52266144	294 
52266149	
52266169	315 319 315 55 
52266192	300 191 429 191 67 160 116 116 67 300 67 434 154 434 
52266217	155 394 359 359 53 155 233 294 240 359 
52266223	155 
52266243	75 280 
52266253	163 
52266257	359 359 301 334 167 388 259 79 294 274 222 32 274 274 414 
52266263	280 32 32 390 32 280 397 
52266264	
52266265	0 349 
52266274	
52266281	
52266292	41 41 41 186 0 137 137 155 409 409 0 393 409 53 22 409 254 155 182 116 0 304 0 0 203 
52266296	
52266301	149 214 94 321 163 94 318 277 321 280 273 273 152 
52266305	117 103 294 306 433 434 233 142 284 322 434 60 434 181 219 300 284 284 434 300 268 284 284 155 75 268 83 284 433 364 434 33 197 41 239 
52266307	161 271 271 32 57 57 57 421 54 239 263 193 135 263 186 
52266310	397 32 325 32 74 280 32 287 32 74 112 182 
52266313	
52266325	
52266344	433 
52266348	161 
52266351	0 212 323 392 94 94 94 242 377 194 323 94 194 167 46 392 55 
52266363	126 126 145 280 321 126 145 321 323 
52266369	294 92 103 222 171 294 140 387 
52266377	168 392 168 392 
52266380	163 
52266394	163 
52266408	
52266411	155 268 349 409 388 182 60 269 155 
52266414	
52266422	392 433 392 392 353 296 
52266425	280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 406 22 22 22 
52266428	
52266431	323 32 46 360 163 163 407 
52266438	161 
52266448	
52266460	394 161 378 116 
52266467	10 10 294 10 191 
52266473	
52266477	387 94 94 117 94 94 256 94 368 188 94 188 167 94 318 426 318 234 301 94 
52266480	48 434 176 253 
52266489	348 348 240 233 359 384 168 392 
52266491	
52266496	434 434 434 434 434 353 434 37 434 373 320 373 94 
52266499	191 35 203 
52266506	
52266508	348 434 434 161 240 359 359 
52266531	360 
52266538	
52266549	161 161 81 432 
52266550	
52266558	0 25 25 319 55 321 321 55 55 280 319 319 319 319 384 25 321 25 29 29 166 151 334 208 294 208 317 29 55 222 55 25 25 32 55 166 55 55 25 233 64 267 267 150 25 349 233 25 214 233 157 140 151 55 29 25 
52266561	168 
52266562	
52266582	359 333 281 161 359 
52266584	
52266588	133 117 319 429 434 429 319 
52266590	
52266599	252 
52266603	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 406 22 22 22 
52266609	79 186 265 241 240 
52266610	159 353 94 163 265 353 353 258 250 300 300 163 300 258 163 258 159 265 378 434 434 434 
52266612	161 
52266623	394 
52266638	24 202 126 126 359 167 94 94 287 54 274 81 
52266653	
52266665	161 110 161 
52266669	351 155 390 
52266672	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 406 22 22 22 
52266680	
52266683	155 
52266685	434 406 
52266696	
52266719	75 346 151 75 346 
52266730	349 80 80 206 80 224 55 55 54 37 0 0 349 
52266754	102 
52266773	284 280 306 341 306 81 306 361 294 306 306 341 294 306 341 20 348 348 81 406 22 22 22 
52266795	
52266812	
52266818	2 32 170 228 170 183 32 360 156 359 170 396 46 32 147 170 434 294 32 321 147 170 2 
52266829	
52266831	0 168 348 275 434 
52266861	155 155 251 318 251 333 286 434 180 13 161 131 161 377 291 286 271 377 321 318 388 379 296 286 274 321 98 410 296 300 296 434 420 409 193 433 286 318 359 359 388 359 318 210 208 321 161 394 415 233 286 
52266862	360 
52266868	
52266886	163 252 
52266893	
52266898	234 234 234 
52266901	
52266916	432 432 
52266927	422 75 341 203 54 276 265 
52266960	75 167 238 191 375 75 94 362 116 388 375 32 375 422 388 
52266982	237 3 
52267007	355 110 392 333 55 
52267011	57 
52267023	
52267028	280 430 24 
52267040	353 353 353 66 353 353 353 353 66 
52267050	
52267170	
52267176	74 167 59 197 180 59 268 197 
52267189	
52267192	237 414 
52267227	55 304 
52267239	394 394 
52267244	252 186 239 280 247 252 
52267258	404 404 
52267264	206 348 
52267274	191 75 351 362 
52267281	396 346 
52267316	239 233 276 107 107 117 334 
52267361	0 315 315 315 315 284 81 315 315 315 16 0 81 
52267362	0 233 233 274 
52267365	280 430 24 116 280 
52267366	95 353 95 
52267376	294 
52267378	127 256 
52267379	2 387 89 183 170 182 359 170 396 290 182 33 301 159 89 170 321 
52267388	
52267409	0 338 274 8 280 280 378 280 434 110 338 434 274 274 260 
52267422	256 256 82 301 144 164 33 301 265 338 126 
52267431	161 
52267459	161 
52267478	
52267480	359 258 
52267489	
52267499	358 142 394 247 323 334 233 323 233 240 155 317 153 233 154 296 
52267501	323 94 94 434 94 94 94 117 94 117 94 163 426 426 
52267533	229 155 200 228 60 319 348 8 228 228 310 229 
52267545	374 254 360 374 294 359 55 55 55 434 55 374 55 98 7 10 
52267550	434 307 228 282 341 75 
52267558	0 182 0 60 167 182 390 182 284 117 117 117 117 81 117 81 60 182 
52267562	161 161 161 161 229 247 240 240 60 222 60 60 240 319 240 60 116 60 116 161 161 
52267565	
52267602	392 364 364 
52267605	
52267610	318 163 367 390 390 
52267623	
52267625	74 75 118 118 
52267628	168 392 168 392 392 
52267636	256 434 338 274 274 414 300 256 343 256 256 75 256 256 256 296 
52267655	
52267702	168 392 392 392 434 392 
52267710	280 188 75 188 0 133 339 
52267717	343 237 222 276 256 210 151 294 237 78 254 237 414 296 318 150 338 
52267721	420 
52267726	48 48 176 48 126 392 353 
52267737	274 202 300 155 60 182 348 274 233 300 274 
52267747	280 300 
52267751	118 75 280 155 
52267753	48 392 48 392 48 392 103 48 
52267783	351 155 347 
52267850	343 343 163 
52267851	362 392 95 280 280 
52267852	422 306 294 422 79 145 422 145 167 422 204 422 126 306 433 422 126 422 126 422 151 145 318 280 204 318 306 433 306 306 214 306 76 294 250 145 318 285 422 422 422 79 422 167 318 167 126 318 318 151 294 167 422 318 285 422 145 204 422 204 318 150 126 422 126 151 126 422 126 147 294 294 422 239 422 422 151 339 422 359 126 422 126 147 126 422 126 151 126 422 126 147 294 294 
52267859	351 351 32 351 351 
52267877	77 392 
52267883	79 166 228 166 228 75 18 228 116 228 259 
52267894	268 268 208 268 55 359 55 203 208 55 
52267905	394 161 
52267918	
52267927	318 367 
52267947	223 434 
52267998	343 280 280 
52268020	395 360 433 280 433 280 395 
52268048	
52268067	55 161 60 237 155 155 66 263 300 237 263 268 301 100 381 301 381 263 263 268 237 429 45 237 66 233 
52268141	13 161 0 161 188 
52268147	80 384 319 80 167 80 
52268148	0 0 0 161 161 161 434 161 161 161 
52268158	170 74 268 
52268172	127 
52268193	
52268202	287 294 95 95 120 163 338 296 434 377 410 32 213 359 95 202 433 338 182 434 294 394 338 163 182 434 191 434 434 37 338 338 338 287 8 94 320 287 0 287 320 278 
52268214	
52268216	392 434 392 392 13 168 392 
52268230	
52268241	0 
52268245	359 163 163 
52268254	160 160 75 379 160 32 160 434 306 318 25 117 250 
52268261	
52268264	
52268276	367 394 359 161 91 
52268277	
52268288	0 48 48 
52268303	353 300 300 300 237 
52268311	377 101 
52268316	168 392 168 392 168 353 392 434 353 392 353 338 338 346 
52268321	
52268329	0 161 161 161 188 97 149 272 188 188 
52268338	168 304 353 0 0 353 388 77 176 
52268342	0 103 274 233 384 348 274 186 8 296 296 117 
52268343	254 
52268347	
52268359	0 117 8 93 186 186 
52268364	
52268385	
52268429	107 
52268433	94 94 94 234 94 234 164 
52268450	
52268452	434 55 55 287 55 55 117 
52268474	181 
52268482	381 434 388 
52268486	413 319 182 319 256 256 86 300 282 200 
52268499	321 321 126 
52268500	294 167 55 55 126 55 55 167 55 167 188 117 
52268508	395 338 433 
52268522	95 95 71 
52268540	147 148 191 116 284 433 237 294 163 300 360 13 294 116 178 15 0 0 186 304 315 294 103 41 200 178 275 422 147 174 0 378 294 208 116 254 228 0 186 294 280 294 116 367 367 294 294 178 78 79 240 81 294 240 202 191 191 13 8 315 433 142 321 321 321 254 70 396 318 116 359 364 364 209 410 410 364 294 222 294 145 116 200 0 191 273 433 79 254 338 74 147 294 294 303 98 147 148 178 148 0 79 259 300 433 
52268546	155 
52268556	120 
52268557	46 75 323 375 75 
52268575	81 83 155 301 364 329 203 301 0 364 182 315 341 434 117 315 315 355 94 81 163 81 117 60 155 
